berat_buah,jarak,harga_bensin,cuaca,libur,persentase_cuaca,persentase_libur
2.800569900753388,1.3,18971.668149428344,1,1,0.3,0.3
4.740669610168574,1.3,19327.500511738872,1,1,0.3,0.3
2.595906920596662,1.3,19409.601059779106,1,1,0.3,0.3
2.0559816861958766,1.3,17957.710262600565,1,1,0.3,0.3
4.247732330307053,1.3,19577.115134548934,1,1,0.3,0.3
2.6141361640122085,1.3,19232.442598908372,1,1,0.3,0.3
3.3509920851654242,1.4,14759.312701829007,1,1,0.3,0.3
3.5205313284711712,1.4,10891.58788468389,1,1,0.3,0.3
1.8507342634585324,1.4,14696.705760027633,1,1,0.3,0.3
4.763677556213901,1.4,18393.053982334255,1,1,0.3,0.3
1.4891147063611583,1.4,13691.65821038619,1,1,0.3,0.3
4.940654008618888,1.4,13158.9991733993,1,1,0.3,0.3
2.580864371554499,1.4,17950.69261774332,1,1,0.3,0.3
2.6030866011639495,1.4,14362.299094299677,1,1,0.3,0.3
2.064639263647587,1.4,14432.837429778712,1,1,0.3,0.3
4.848020734244511,1.4,11397.4442068191,1,1,0.3,0.3
3.974454808087265,1.5,15012.047144729913,1,1,0.3,0.3
1.5712227805201402,1.5,18288.029127479916,1,1,0.3,0.3
4.082282796874425,1.5,16606.730908653455,1,1,0.3,0.3
4.661838533281682,1.5,15089.617534862402,1,1,0.3,0.3
4.764383497897471,1.5,11249.371165692273,1,1,0.3,0.3
1.0214434942540827,1.5,16741.28278293107,1,1,0.3,0.3
3.5630592198324353,1.5,19199.319541846373,1,1,0.3,0.3
2.1028154727442394,1.5,12938.6496556929,1,1,0.3,0.3
2.495050099605179,1.5,16547.37617244223,1,1,0.3,0.3
3.2111971597528615,1.5,16548.944029374095,1,1,0.3,0.3
1.951617138177037,1.6,15619.689121972704,1,1,0.3,0.3
2.8936734512360585,1.6,11597.737972035655,1,1,0.3,0.3
1.6549401947849098,1.6,15256.135036707094,1,1,0.3,0.3
2.75704605021332,1.6,13696.873732723492,1,1,0.3,0.3
3.1660337645674725,1.6,16896.870678470354,1,1,0.3,0.3
1.9083620374753734,1.6,12271.754978805879,1,1,0.3,0.3
1.445401058239328,1.6,15499.272218677803,1,1,0.3,0.3
2.684102587317887,1.6,10406.077118575136,1,1,0.3,0.3
2.773799635893139,1.6,17803.88898675448,1,1,0.3,0.3
2.265967186338215,1.6,18394.243721309867,1,1,0.3,0.3
2.5286109362698763,1.7,16459.028480495264,1,1,0.3,0.3
4.953698437027265,1.7,11604.661445836753,1,1,0.3,0.3
1.5356089576086882,1.7,14338.839988207445,1,1,0.3,0.3
4.731802692812504,1.7,11226.912495042192,1,1,0.3,0.3
1.8098589008073,1.7,18501.482396238524,1,1,0.3,0.3
3.677694397059365,1.7,15893.450196632324,1,1,0.3,0.3
4.275909099885528,1.7,13839.915107320236,1,1,0.3,0.3
1.2013859645415974,1.7,17625.660366096912,1,1,0.3,0.3
1.9171720139243646,1.7,19682.864764745384,1,1,0.3,0.3
2.4715338454311295,1.7,19284.08266361314,1,1,0.3,0.3
1.7556414950547348,1.8,12978.553437799994,1,1,0.3,0.3
3.757653258204659,1.8,18829.6556186391,1,1,0.3,0.3
4.299741651371778,1.8,14045.289750578988,1,1,0.3,0.3
1.5405542331731525,1.8,12838.932462129496,1,1,0.3,0.3
4.04481782602981,1.8,12503.979480044261,1,1,0.3,0.3
2.8421991174207233,1.8,13880.74798621655,1,1,0.3,0.3
3.7429035812836644,1.8,14792.584823342673,1,1,0.3,0.3
2.551389125237726,1.8,13665.941721928912,1,1,0.3,0.3
1.608946715159579,1.8,13740.498459278078,1,1,0.3,0.3
2.3312640539465432,1.8,19519.89813464615,1,1,0.3,0.3
3.943278528466322,1.9,13677.743004629081,1,1,0.3,0.3
4.9652405507828,1.9,12122.986020537708,1,1,0.3,0.3
2.638322938365704,1.9,16040.279103115476,1,1,0.3,0.3
2.350575099022861,1.9,12443.008729573947,1,1,0.3,0.3
2.9587420466587977,1.9,13996.313862097537,1,1,0.3,0.3
2.4996576114844893,1.9,14178.611127063788,1,1,0.3,0.3
1.5488294018442166,1.9,19207.581644283226,1,1,0.3,0.3
4.828145603174991,1.9,15508.207645049235,1,1,0.3,0.3
2.753871831764303,1.9,17300.797868451817,1,1,0.3,0.3
1.9592584749940425,1.9,14214.820015674084,1,1,0.3,0.3
1.5923779725029852,2.0,11487.289883465115,1,1,0.6,0.6
2.2985903666536966,2.0,18177.35289925885,1,1,0.6,0.6
3.1478088843972643,2.0,13533.553943083385,1,1,0.6,0.6
4.570976067418243,2.0,10685.419102572509,1,1,0.6,0.6
3.0288774450543348,2.0,12748.598341960345,1,1,0.6,0.6
1.4653381487425983,2.0,19687.292758918782,1,1,0.6,0.6
3.5261525573060557,2.0,16412.238645854446,1,1,0.6,0.6
1.5902460707807569,2.0,18764.564460070596,1,1,0.6,0.6
3.536930394766728,2.0,12050.97524862865,1,1,0.6,0.6
3.575912744944262,2.0,18374.661150689833,1,1,0.6,0.6
1.039076578068498,2.1,10624.919301251473,1,1,0.6,0.6
2.733583044916914,2.1,17113.38570377095,1,1,0.6,0.6
4.7206003349952415,2.1,19700.526178635515,1,1,0.6,0.6
3.5509601397072617,2.1,16696.82052732566,1,1,0.6,0.6
3.1656103369291966,2.1,16080.587487049106,1,1,0.6,0.6
3.7080798092204237,2.1,10558.415765558264,1,1,0.6,0.6
4.605584177048456,2.1,10745.851800147118,1,1,0.6,0.6
3.5823403490318704,2.1,16336.988350730786,1,1,0.6,0.6
2.335093245989836,2.1,15247.817070411824,1,1,0.6,0.6
1.073075981440446,2.1,12542.97192905084,1,1,0.6,0.6
3.464720562851076,2.2,15791.975152520008,1,1,0.6,0.6
1.8225847494697835,2.2,11922.924518992457,1,1,0.6,0.6
1.5277854994740907,2.2,12939.359506544504,1,1,0.6,0.6
3.305335972698054,2.2,18861.48127450779,1,1,0.6,0.6
4.439339945263614,2.2,13553.156486292106,1,1,0.6,0.6
2.808377798767293,2.2,17888.61762951211,1,1,0.6,0.6
2.2581012342453652,2.2,11869.242835806734,1,1,0.6,0.6
1.160792290332878,2.2,17986.521986619387,1,1,0.6,0.6
3.347068525500626,2.2,12834.300655663166,1,1,0.6,0.6
4.755168180456064,2.2,10027.640601256811,1,1,0.6,0.6
4.333698343282897,2.3,16429.874712422537,1,1,0.6,0.6
3.544281780420661,2.3,18311.206407769547,1,1,0.6,0.6
3.969744790135919,2.3,15559.170839344133,1,1,0.6,0.6
1.9370718883277096,2.3,19868.877402777078,1,1,0.6,0.6
3.501253547822693,2.3,16879.954620286753,1,1,0.6,0.6
3.6697042056848574,2.3,18697.787453882658,1,1,0.6,0.6
2.497264043694708,2.3,15060.684580797471,1,1,0.6,0.6
4.4629743056601425,2.3,12901.073415024539,1,1,0.6,0.6
4.653376436196055,2.3,15865.517850306665,1,1,0.6,0.6
1.694052503551858,2.3,15696.582625168952,1,1,0.6,0.6
1.0086138288756699,2.4,10266.469758193598,1,1,0.6,0.6
4.771719932399453,2.4,11533.98050103037,1,1,0.6,0.6
4.578118341257275,2.4,11373.150978071473,1,1,0.6,0.6
3.8391193679707833,2.4,13834.651608451235,1,1,0.6,0.6
3.508433909021711,2.4,10935.097594920111,1,1,0.6,0.6
1.7809939041112086,2.4,10394.923089390186,1,1,0.6,0.6
2.64362040514477,2.4,13158.764500585854,1,1,0.6,0.6
1.0999603419038935,2.4,10067.840506607561,1,1,0.6,0.6
4.938145380175319,2.4,16075.91663613086,1,1,0.6,0.6
3.6945612755918336,2.4,15041.655664220976,1,1,0.6,0.6
2.1074346145994816,2.5,18477.322121556066,1,1,0.6,0.6
3.4781571397106323,2.5,18782.04042055313,1,1,0.6,0.6
1.9494948780817092,2.5,19471.140574036726,1,1,0.6,0.6
3.8241403607693893,2.5,15063.024380867882,1,1,0.6,0.6
3.457255792404215,2.5,12535.150035984403,1,1,0.6,0.6
2.9621905548483545,2.5,15523.904794903512,1,1,0.6,0.6
3.0184213428673856,2.5,10121.79501479117,1,1,0.6,0.6
2.3949409639818953,2.5,16698.178354403404,1,1,0.6,0.6
2.0195824046496256,2.5,16818.709433713753,1,1,0.6,0.6
4.884355796384588,2.5,16594.576227884136,1,1,0.6,0.6
1.5107570249873064,2.6,13704.542477011066,1,1,0.6,0.6
2.452680159218087,2.6,15360.18372911233,1,1,0.6,0.6
2.8188587001563894,2.6,12502.103078440829,1,1,0.6,0.6
4.85716292165335,2.6,12637.566768080611,1,1,0.6,0.6
1.0878626136017053,2.6,14611.166263637057,1,1,0.6,0.6
4.2579873475134615,2.6,13355.58462637425,1,1,0.6,0.6
4.186195518176389,2.6,11596.31329002662,1,1,0.6,0.6
1.8568416746744187,2.6,13841.80695340649,1,1,0.6,0.6
1.03210655347345,2.6,15610.298872200965,1,1,0.6,0.6
3.0308796337020216,2.6,19291.11920271797,1,1,0.6,0.6
2.43822394320024,2.7,10500.108537216554,1,1,0.6,0.6
3.0911755498071343,2.7,15745.76920832224,1,1,0.6,0.6
3.603709720125183,2.7,18616.94470719477,1,1,0.6,0.6
4.8368716517425066,2.7,18131.935318195814,1,1,0.6,0.6
1.2784257463896744,2.7,13031.001204381435,1,1,0.6,0.6
2.110111985060254,2.7,18908.108213382096,1,1,0.6,0.6
1.8620789203226757,2.7,19532.677683328788,1,1,0.6,0.6
2.4865202426778343,2.7,13414.68036050411,1,1,0.6,0.6
1.8896122472454335,2.7,19704.457080583663,1,1,0.6,0.6
4.655615148440594,2.7,12617.294013681954,1,1,0.6,0.6
4.38297918802538,2.8,13822.15809985362,1,1,0.6,0.6
3.405255514721017,2.8,11640.935336700653,1,1,0.6,0.6
4.966592734379321,2.8,15233.029402947486,1,1,0.6,0.6
4.061451873698593,2.8,10373.243404082192,1,1,0.6,0.6
3.4520359518909802,2.8,14684.01677521993,1,1,0.6,0.6
3.7674095182745235,2.8,11735.179425875864,1,1,0.6,0.6
2.413896096300361,2.8,16986.14490085425,1,1,0.6,0.6
1.0186165391681903,2.8,16334.447067645038,1,1,0.6,0.6
1.5998486077149159,2.8,16928.108256072894,1,1,0.6,0.6
4.548463663575415,2.8,19061.11676901359,1,1,0.6,0.6
2.497213317733097,2.9,14071.383032469646,1,1,0.6,0.6
4.191870562676179,2.9,13769.307386466426,1,1,0.6,0.6
3.273602305014132,2.9,13749.196319028795,1,1,0.6,0.6
2.315535017442357,2.9,18544.26457334566,1,1,0.6,0.6
1.2110076083403096,2.9,17106.856018060553,1,1,0.6,0.6
1.4803198465065366,2.9,15212.370514764149,1,1,0.6,0.6
2.1874113243502835,2.9,11884.316637404236,1,1,0.6,0.6
2.0479275033674447,2.9,19946.787774091008,1,1,0.6,0.6
3.9244724026034614,2.9,14176.68007099754,1,1,0.6,0.6
3.3903106355572628,2.9,16072.292543580908,1,1,0.6,0.6
1.9110692035512447,3.0,12146.366303086721,1,1,0.9,0.9
1.1698429772789591,3.0,18949.857201346633,1,1,0.9,0.9
1.96331738338767,3.0,16220.694027507587,1,1,0.9,0.9
1.4927596938856347,3.0,12137.819317659762,1,1,0.9,0.9
4.992199346517856,3.0,18769.30528647927,1,1,0.9,0.9
4.917699058075795,3.0,16158.435826086079,1,1,0.9,0.9
3.9531272207914716,3.0,19543.36616464465,1,1,0.9,0.9
4.3838803443472365,3.0,14900.376356009656,1,1,0.9,0.9
1.9167815964586885,3.0,17674.239332741905,1,1,0.9,0.9
1.0420487084137533,3.0,12219.80825214635,1,1,0.9,0.9
3.2130622603584453,3.1,18002.807312964473,1,1,0.9,0.9
2.7237192696677806,3.1,11601.234490299017,1,1,0.9,0.9
3.7794950092126416,3.1,11305.328106291514,1,1,0.9,0.9
2.244004315358484,3.1,12165.394909370003,1,1,0.9,0.9
4.605350841705718,3.1,13779.180566231309,1,1,0.9,0.9
4.232104648029306,3.1,10976.917841341112,1,1,0.9,0.9
4.34336713679691,3.1,13817.500523814631,1,1,0.9,0.9
2.769169343652279,3.1,16110.389968300726,1,1,0.9,0.9
2.284381936499274,3.1,19655.46098821846,1,1,0.9,0.9
2.717525233798231,3.1,16138.477194732457,1,1,0.9,0.9
2.7104730950577127,3.2,17642.92378935365,1,1,0.9,0.9
1.1288964827200663,3.2,12556.641104918379,1,1,0.9,0.9
4.336232257450767,3.2,18806.180779202503,1,1,0.9,0.9
3.9965306535914125,3.2,11901.767851100596,1,1,0.9,0.9
1.5548432615672443,3.2,12988.243232021461,1,1,0.9,0.9
3.986445716170423,3.2,11863.691238038717,1,1,0.9,0.9
3.4725191116311107,3.2,16878.818887791265,1,1,0.9,0.9
4.7484638127007415,3.2,15990.928324011125,1,1,0.9,0.9
3.2852090130677314,3.2,14035.863898865717,1,1,0.9,0.9
2.791488856230607,3.2,16583.784026723755,1,1,0.9,0.9
1.4186575627012594,3.3,16169.226643353579,1,1,0.9,0.9
4.303558627725496,3.3,17153.16585497836,1,1,0.9,0.9
4.5463849433814705,3.3,15644.80589659153,1,1,0.9,0.9
1.5688225884028655,3.3,13732.5820929213,1,1,0.9,0.9
4.351730468805465,3.3,13186.952745281802,1,1,0.9,0.9
4.5998644787157605,3.3,15180.536789809477,1,1,0.9,0.9
2.570439571272991,3.3,13646.553048145091,1,1,0.9,0.9
2.734899962034144,3.3,18858.36050372931,1,1,0.9,0.9
3.935823465620845,3.3,15087.82511673572,1,1,0.9,0.9
4.145778487696704,3.3,11793.716416746553,1,1,0.9,0.9
4.438806925237719,3.4,15328.03226268761,1,1,0.9,0.9
4.125458820682766,3.4,15257.233851247322,1,1,0.9,0.9
2.2009654770657385,3.4,18987.69667659823,1,1,0.9,0.9
2.464111944638732,3.4,11588.730204713793,1,1,0.9,0.9
4.010083803535334,3.4,12770.300992118524,1,1,0.9,0.9
2.774731418365368,3.4,10018.844406560094,1,1,0.9,0.9
2.6368733642436837,3.4,13623.769573187728,1,1,0.9,0.9
1.5132996765452296,3.4,14013.378299109276,1,1,0.9,0.9
4.7781329641654295,3.4,10413.364050142505,1,1,0.9,0.9
2.1396777149059827,3.4,16844.853878563303,1,1,0.9,0.9
4.151936806782432,3.5,11497.176488324025,1,1,0.9,0.9
3.5033699985377997,3.5,13947.82507897282,1,1,0.9,0.9
3.0499328112357387,3.5,18140.67583269,1,1,0.9,0.9
1.0688005825463684,3.5,12604.535433550758,1,1,0.9,0.9
1.554082083965978,3.5,13851.51912973078,1,1,0.9,0.9
1.931685605762326,3.5,10716.542851923958,1,1,0.9,0.9
1.8893863128143025,3.5,11193.240757455445,1,1,0.9,0.9
2.626093954486953,3.5,13779.382763777721,1,1,0.9,0.9
1.2859636443009745,3.5,15880.521715400188,1,1,0.9,0.9
3.7294174895246357,3.5,17118.83560953429,1,1,0.9,0.9
2.8688235399934476,3.6,18066.728133137647,1,1,0.9,0.9
4.396701469904035,3.6,19482.694028436043,1,1,0.9,0.9
2.3921901873212024,3.6,12701.546123369728,1,1,0.9,0.9
3.040695171394127,3.6,11486.601582610849,1,1,0.9,0.9
2.536651015834375,3.6,12163.057726789451,1,1,0.9,0.9
2.383904284218169,3.6,13160.03196008002,1,1,0.9,0.9
1.7023582716644254,3.6,10137.258773740137,1,1,0.9,0.9
2.9606982053436184,3.6,11525.738301670503,1,1,0.9,0.9
1.4439264258650573,3.6,16455.651368823295,1,1,0.9,0.9
4.888154973853785,3.6,10496.074873724107,1,1,0.9,0.9
1.4204357869503812,3.7,10998.061098776336,1,1,0.9,0.9
4.299537940274803,3.7,19990.064468848286,1,1,0.9,0.9
4.559190377070115,3.7,19570.529686410133,1,1,0.9,0.9
1.0716792142314122,3.7,11284.284046892526,1,1,0.9,0.9
2.849855585540097,3.7,15457.865354141462,1,1,0.9,0.9
2.039308301663851,3.7,16170.87323679913,1,1,0.9,0.9
2.408150426489897,3.7,12665.201391576553,1,1,0.9,0.9
4.136658127266205,3.7,18187.90920759102,1,1,0.9,0.9
4.88159114145418,3.7,11618.974746305446,1,1,0.9,0.9
1.0166534275797345,3.7,15722.441440235769,1,1,0.9,0.9
1.9202051885499638,3.8,10085.293397772415,1,1,0.9,0.9
4.792284374529901,3.8,12459.189926841971,1,1,0.9,0.9
2.8200710231484685,3.8,11951.832550986872,1,1,0.9,0.9
1.4878870246745581,3.8,16833.390512903625,1,1,0.9,0.9
4.340308702925957,3.8,11839.32487916835,1,1,0.9,0.9
3.1945566450637672,3.8,18879.28209842721,1,1,0.9,0.9
4.493476910871364,3.8,11784.317596951456,1,1,0.9,0.9
2.463882834956562,3.8,10998.011013388303,1,1,0.9,0.9
3.9803263461854725,3.8,19475.208567387497,1,1,0.9,0.9
2.2624580134687897,3.8,19420.370478159602,1,1,0.9,0.9
3.114476333698312,3.9,19367.136661098,1,1,0.9,0.9
3.834275687865195,3.9,11414.812839364926,1,1,0.9,0.9
3.6663789169244803,3.9,18244.953144952793,1,1,0.9,0.9
2.377928885449106,3.9,10759.038740365386,1,1,0.9,0.9
2.0919247346818426,3.9,13472.240964647175,1,1,0.9,0.9
4.029808780027139,3.9,19412.270419372187,1,1,0.9,0.9
1.800980422754026,3.9,14596.513482872655,1,1,0.9,0.9
3.006482197899014,3.9,13598.656663028905,1,1,0.9,0.9
1.6446123321917376,3.9,17827.513977448754,1,1,0.9,0.9
4.66440605563054,3.9,15777.215099951638,1,1,0.9,0.9
3.270950204285284,4.0,17738.139045414435,1,1,1.2,1.2
3.2245841553646972,4.0,15827.412677893912,1,1,1.2,1.2
4.530837714072925,4.0,12205.603055973694,1,1,1.2,1.2
3.420924484807286,4.0,11298.59543675138,1,1,1.2,1.2
4.2905285688431825,4.0,18256.48184548647,1,1,1.2,1.2
1.6707404480982446,4.0,13009.600391371103,1,1,1.2,1.2
4.279506268779207,4.0,14123.464039030503,1,1,1.2,1.2
1.7700677947968098,4.0,15361.964091206522,1,1,1.2,1.2
1.098832047371701,4.0,18397.32390707748,1,1,1.2,1.2
3.936846472202648,4.0,12202.728132839253,1,1,1.2,1.2
4.286205340076931,4.1,10802.343041766992,1,1,1.2,1.2
1.1217950509643484,4.1,14646.701404314523,1,1,1.2,1.2
4.423199526466848,4.1,15813.619441166606,1,1,1.2,1.2
4.463222456242125,4.1,16035.9813708709,1,1,1.2,1.2
3.1696908484661246,4.1,17989.75833410259,1,1,1.2,1.2
1.7663664681920377,4.1,11171.253587591684,1,1,1.2,1.2
2.8581741942968875,4.1,17845.780152092393,1,1,1.2,1.2
4.194103560374385,4.1,16402.194830530145,1,1,1.2,1.2
3.309065469849982,4.1,15609.74157191205,1,1,1.2,1.2
4.377918007588395,4.1,13293.44293095577,1,1,1.2,1.2
2.6466539794403405,4.2,16179.800033268433,1,1,1.2,1.2
3.7777897059885555,4.2,18430.499014232744,1,1,1.2,1.2
1.3618460302522042,4.2,19663.289321234755,1,1,1.2,1.2
1.8153805481936098,4.2,12227.113934838117,1,1,1.2,1.2
3.814150201934394,4.2,13501.77856359852,1,1,1.2,1.2
3.3818722331152853,4.2,15709.343204715391,1,1,1.2,1.2
4.9456303680220115,4.2,14695.326125297894,1,1,1.2,1.2
2.8021783837060865,4.2,17736.85086099053,1,1,1.2,1.2
2.674686232169038,4.2,12324.563437820167,1,1,1.2,1.2
1.74222040088104,4.2,16440.086393144247,1,1,1.2,1.2
4.831305814970726,4.3,12426.896768305438,1,1,1.2,1.2
3.363414740052827,4.3,15190.77826848162,1,1,1.2,1.2
4.042368947254019,4.3,15223.50204884279,1,1,1.2,1.2
2.2496257131328568,4.3,14880.088668516823,1,1,1.2,1.2
1.1164782888252271,4.3,13830.077500645726,1,1,1.2,1.2
4.1839920712362595,4.3,19983.865390568324,1,1,1.2,1.2
1.9005564897281357,4.3,12550.089708751559,1,1,1.2,1.2
2.797992857600526,4.3,11724.076676427267,1,1,1.2,1.2
4.891626411878154,4.3,19831.634256751175,1,1,1.2,1.2
1.448440203804461,4.3,10590.346019162984,1,1,1.2,1.2
4.464347570135363,4.4,18902.251973894192,1,1,1.2,1.2
3.8119687436084266,4.4,11896.428852466248,1,1,1.2,1.2
1.1881539721600536,4.4,17105.78665298974,1,1,1.2,1.2
4.331480333597909,4.4,19527.261863558335,1,1,1.2,1.2
4.622988761416594,4.4,13773.142970321518,1,1,1.2,1.2
4.900657767620459,4.4,13454.958629280047,1,1,1.2,1.2
1.3686830065147615,4.4,10469.368102599856,1,1,1.2,1.2
4.563037216520098,4.4,18550.421415495548,1,1,1.2,1.2
1.6482476695010853,4.4,17153.42040448131,1,1,1.2,1.2
3.0500643310721585,4.4,11994.50466989442,1,1,1.2,1.2
4.211019587580273,4.5,12521.782189036072,1,1,1.2,1.2
1.7846474298334476,4.5,17470.878368499096,1,1,1.2,1.2
3.7375155907115443,4.5,19056.849175929245,1,1,1.2,1.2
2.6805172176361114,4.5,14763.076567104907,1,1,1.2,1.2
1.5998171998049706,4.5,12932.162394286734,1,1,1.2,1.2
4.945917660539125,4.5,15915.375105894856,1,1,1.2,1.2
1.9238459121500124,4.5,15863.31859081962,1,1,1.2,1.2
3.937697919294457,4.5,15219.345233598486,1,1,1.2,1.2
4.229591410727619,4.5,15039.959660052296,1,1,1.2,1.2
4.844266675177863,4.5,13913.587858516548,1,1,1.2,1.2
2.50818700890607,4.6,19591.886891786373,1,1,1.2,1.2
1.4725046526000924,4.6,11695.914735517548,1,1,1.2,1.2
1.1575569767814118,4.6,19253.759442661933,1,1,1.2,1.2
2.9721864159409863,4.6,13060.104746967525,1,1,1.2,1.2
1.3504547126144701,4.6,19111.18794743122,1,1,1.2,1.2
4.33358909596188,4.6,19792.958035296757,1,1,1.2,1.2
2.3642556220262207,4.6,14877.493881197133,1,1,1.2,1.2
2.0348030197435043,4.6,11140.759431258066,1,1,1.2,1.2
1.4898674900752544,4.6,12475.82883444253,1,1,1.2,1.2
4.414365512829809,4.6,17433.234899145038,1,1,1.2,1.2
3.1437251785805147,4.7,15158.500896615742,1,1,1.2,1.2
2.3573501968182407,4.7,11753.157515868761,1,1,1.2,1.2
3.324235257836951,4.7,13513.345585999477,1,1,1.2,1.2
3.35006080168189,4.7,19381.91223207203,1,1,1.2,1.2
4.557935937343974,4.7,13823.460759006295,1,1,1.2,1.2
3.685433033559828,4.7,13455.796486461562,1,1,1.2,1.2
4.734520767757461,4.7,14039.409205002257,1,1,1.2,1.2
4.569791624390538,4.7,19171.11747969141,1,1,1.2,1.2
3.9693427770791048,4.7,19509.406476379972,1,1,1.2,1.2
2.1400792024717608,4.7,18444.433647134716,1,1,1.2,1.2
2.7144754375153926,4.8,19473.816668781743,1,1,1.2,1.2
4.944901032921946,4.8,19059.539333266926,1,1,1.2,1.2
4.990610051665852,4.8,13992.26545458195,1,1,1.2,1.2
3.7535221901985976,4.8,18715.171977500133,1,1,1.2,1.2
1.0646601764365324,4.8,10319.42547774203,1,1,1.2,1.2
2.018089982328587,4.8,10774.209083634249,1,1,1.2,1.2
3.985956044719734,4.8,14518.767745573157,1,1,1.2,1.2
2.226559174434961,4.8,15049.353587635243,1,1,1.2,1.2
3.9983769268012455,4.8,12501.739225129539,1,1,1.2,1.2
1.0393980952323605,4.8,13727.35948069245,1,1,1.2,1.2
4.03136784465527,4.9,15340.101768692297,1,1,1.2,1.2
4.756639605547605,4.9,16242.965943518098,1,1,1.2,1.2
3.216594777020916,4.9,13485.15145212354,1,1,1.2,1.2
2.0882497036261185,4.9,18148.877185513105,1,1,1.2,1.2
2.3312952954661963,4.9,12125.498671137919,1,1,1.2,1.2
2.0469722345459074,4.9,12103.658929357496,1,1,1.2,1.2
4.534191447596251,4.9,18121.76109992509,1,1,1.2,1.2
1.8515982353712759,4.9,11568.15102912417,1,1,1.2,1.2
1.6680212408746478,4.9,10271.425295284449,1,1,1.2,1.2
3.056946557623882,4.9,11532.242865218432,1,1,1.2,1.2
2.9868186734481275,5.0,17445.33438396961,1,1,1.5,1.5
4.60033347129666,5.0,19092.48925213764,1,1,1.5,1.5
2.7410626118355523,5.0,16765.06072921188,1,1,1.5,1.5
2.792488488768771,5.0,11170.723350517863,1,1,1.5,1.5
3.711413146129908,5.0,14091.07408631034,1,1,1.5,1.5
1.0022515482331382,5.0,10354.395950120399,1,1,1.5,1.5
2.9374995743496237,5.0,18344.613855421987,1,1,1.5,1.5
1.7402349466327696,5.0,11921.90159522164,1,1,1.5,1.5
3.0845022481736257,5.0,18230.238371365474,1,1,1.5,1.5
4.522668078908632,5.0,19160.346117709494,1,1,1.5,1.5
1.0032529959199237,5.1,14361.92631789347,1,1,1.5,1.5
1.0748070020807146,5.1,13030.880230355422,1,1,1.5,1.5
1.9231885770755799,5.1,12806.720353208239,1,1,1.5,1.5
2.261913022302723,5.1,13884.302933664161,1,1,1.5,1.5
3.8183576098901453,5.1,18246.02196932642,1,1,1.5,1.5
3.3189065133799867,5.1,10510.068673351867,1,1,1.5,1.5
2.1318591302854193,5.1,17110.74272606867,1,1,1.5,1.5
4.187387325160945,5.1,15501.338342205308,1,1,1.5,1.5
3.415489859397143,5.1,14538.39772487682,1,1,1.5,1.5
3.734025835303831,5.1,12897.608828092058,1,1,1.5,1.5
1.2676769429571504,5.2,17887.91706337594,1,1,1.5,1.5
1.2231351086663191,5.2,14403.74218580553,1,1,1.5,1.5
1.9850366295314363,5.2,11486.918191141478,1,1,1.5,1.5
3.3825805984843575,5.2,11088.143279732896,1,1,1.5,1.5
3.0741730883090836,5.2,12423.286883702911,1,1,1.5,1.5
2.525578854443736,5.2,12214.677129633597,1,1,1.5,1.5
2.638822524442733,5.2,15428.155781453783,1,1,1.5,1.5
2.459100744679836,5.2,16386.61039859595,1,1,1.5,1.5
